alliance_name,constituency_id,constituency_name,Candidate,Party,State,Total Independent Candidates,Total Votes (Cr),Sum of total_votes,Vote % of India,Sum of vote_share
Others,2,Belgaum,PUNDALIK ITNAL,Independent,Karnataka,1,0.00 Cr,1099,1,0.08
Others,22,Nellore,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),Andhra Pradesh,,0.00 Cr,454,1,0.03
Others,14,Amreli,PUNJABHAI BAVBHAI DAFDA,Independent,Gujarat,1,0.00 Cr,2621,1,0.3
Others,4,Nizamabad,PUPPALA LIMBADRI,Bahujan Samaj Party,Telangana,,0.00 Cr,4263,1,0.35
Others,1,Coochbehar,PURNA MOHAN ROY,Bahujan Samaj Party,West Bengal,,0.00 Cr,2097,1,0.13
Others,22,Jadavpur,PURNIMA DEBNATH,Independent,West Bengal,1,0.00 Cr,1325,1,0.08
Others,13,Chandrapur,PURNIMA DILIP GHONMODE,Bahujan Republican  Socialist Party,Maharashtra,,0.00 Cr,973,1,0.08
Others,8,Maldaha Dakshin,PURNOCHANDRA MANDAL,Independent,West Bengal,1,0.00 Cr,8383,1,0.61
Others,9,BHARATPUR,PURUSHOTTAM LAL,Independent,Rajasthan,1,0.00 Cr,2747,1,0.24
Others,4,KORBA,PURUSHOTTAM MANIKPURI,Independent,Chhattisgarh,1,0.00 Cr,1212,1,0.1
Others,3,Sambalpur,PURUSHOTTAM PATRA,Kosal Janata Dal,Odisha,,0.00 Cr,1735,1,0.14
Others,42,Kannauj,PURUSHOTTAM TIWARI,Independent,Uttar Pradesh,1,0.00 Cr,543,1,0.04
Others,7,DURG,PUSHPA MAIRISHA,Ambedkarite Party of India,Chhattisgarh,,0.00 Cr,1561,1,0.1
Others,5,North-West Delhi,PUSHPA NAGRA,Independent,NCT OF Delhi,1,0.00 Cr,353,1,0.02
Others,20,COIMBATORE,PUSHPANANTHAM V,Tamizhaga Murpokku Makkal Katchi,Tamil Nadu,,0.00 Cr,305,1,0.02
Others,23,KARUR,PUSHPARAJ. N,Independent,Tamil Nadu,1,0.00 Cr,199,1,0.02
Others,9,BHARATPUR,PUSHPENDAR KUMAR,Independent,Rajasthan,1,0.00 Cr,2386,1,0.21
Others,50,Kaushambi,PUSHPENDRA KUMAR SAROJ,Independent,Uttar Pradesh,1,0.00 Cr,5184,1,0.51
Others,1,Chandigarh,PUSHPINDER SINGH ALIAS LOVELY ATTAWA,Independent,Chandigarh,1,0.00 Cr,154,1,0.03
Others,7,Bidar,PUTARAJ,Bahujan Samaj Party,Karnataka,,0.00 Cr,4554,1,0.37
Others,15,Warangal,PUTTA VINOD KUMAR,Independent,Telangana,1,0.00 Cr,909,1,0.07
Others,1,Chandni Chowk,PYUSH NARULA,Independent,NCT OF Delhi,1,0.00 Cr,172,1,0.02
Others,55,Ambedkar Nagar,QAMAR HAYAT,Bahujan Samaj Party,Uttar Pradesh,,0.02 Cr,199499,1,16.95
Others,4,Darjeeling,QAMRUL HAQUE,North Bengal People’s Party,West Bengal,,0.00 Cr,1853,1,0.14
Others,5,JAMMU,QARI ZAHEER ABBAS BHATTI,All India Forward Bloc,Jammu and Kashmir,,0.00 Cr,984,1,0.08
Others,17,ERODE,R DHANDAPANI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,,0.00 Cr,504,1,0.05
Others,17,ERODE,R KUMAR,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Tamil Nadu,,0.00 Cr,432,1,0.04
Others,17,ERODE,R KUMARESAN,Independent,Tamil Nadu,1,0.00 Cr,751,1,0.07
Others,1,PUDUCHERRY,R MENAGA,Naam Tamilar Katchi,Puducherry,,0.00 Cr,39603,1,4.9
Others,1,PUDUCHERRY,R RAJA,Independent,Puducherry,1,0.00 Cr,331,1,0.04
Others,28,Kolar,R RAJENDRA,Independent,Karnataka,1,0.00 Cr,751,1,0.06
Others,28,Kolar,R RANJITHKUMAR,Independent,Karnataka,1,0.00 Cr,2118,1,0.16
Others,7,ARAKKONAM,R VINOTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,,0.00 Cr,821,1,0.07
Others,26,CUDDALORE,R. ANANDHI,Independent,Tamil Nadu,1,0.00 Cr,1696,1,0.16
Others,8,KHAJURAHO,R. B. PRAJAPATI (RAJA BHAIYA) EX.I.A.S.,All India Forward Bloc,Madhya Pradesh,,0.01 Cr,50215,1,4.4
Others,2,CHENNAI NORTH,R. MANOHAR,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,0.02 Cr,158111,1,17.52
Others,19,Tumkur,R. NARAYANAPPA,Independent,Karnataka,1,0.00 Cr,507,1,0.04
Others,26,CUDDALORE,R. PRAKASH,Independent,Tamil Nadu,1,0.00 Cr,700,1,0.07
Others,19,Tumkur,R. PUSHPA,Independent,Karnataka,1,0.00 Cr,629,1,0.05
Others,26,CUDDALORE,R. RAJASEKAR,Independent,Tamil Nadu,1,0.00 Cr,712,1,0.07
Others,2,CHENNAI NORTH,R. SENTHIL KUMAR,Independent,Tamil Nadu,1,0.00 Cr,457,1,0.05
Others,26,CUDDALORE,R. SRINIVASAN,Independent,Tamil Nadu,1,0.00 Cr,1363,1,0.13
Others,7,Malkajgiri,R. SUBENDER SINGH,Independent,Telangana,1,0.00 Cr,447,1,0.02
Others,3,CHENNAI SOUTH,R.BALAJI,Independent,Tamil Nadu,1,0.00 Cr,264,1,0.02
Others,3,CHENNAI SOUTH,R.DEVENDRAN,Independent,Tamil Nadu,1,0.00 Cr,168,1,0.02
Others,16,Hassan,R.G. SATHISHA RAMEDEVARAPURA,Independent,Karnataka,1,0.00 Cr,869,1,0.06
Others,19,BHOPAL,R.K. MAHAJAN,Independent,Madhya Pradesh,1,0.00 Cr,529,1,0.04
Others,3,CHENNAI SOUTH,R.KANCHANA,Tamizhaga Murpokku Makkal Katchi,Tamil Nadu,,0.00 Cr,566,1,0.05
Others,4,CHENNAI CENTRAL,R.MINNAL RAJ,Independent,Tamil Nadu,1,0.00 Cr,310,1,0.04
Others,17,ERODE,R.MINNALMURUGESH,Independent,Tamil Nadu,1,0.00 Cr,415,1,0.04
Others,3,CHENNAI SOUTH,R.RAVICHANDRAN,Independent,Tamil Nadu,1,0.00 Cr,835,1,0.08
Others,8,Secunderabad,R.S.J. THOMAS,Jai Swaraj Party,Telangana,,0.00 Cr,974,1,0.09
Others,4,CHENNAI CENTRAL,R.VIJAY,Independent,Tamil Nadu,1,0.00 Cr,268,1,0.04
Others,2,CHENNAI NORTH,R.VINAYAGAMOORTHY,Independent,Tamil Nadu,1,0.00 Cr,206,1,0.02
Others,3,CHENNAI SOUTH,R.YOGESHWARAN,Independent,Tamil Nadu,1,0.00 Cr,426,1,0.04
Others,4,New Delhi,RAAJ KUMAR ANAND,Bahujan Samaj Party,NCT OF Delhi,,0.00 Cr,5629,1,0.66
Others,8,Secunderabad,RAASALA VINOD KUMAR,Dharma Samaj Party,Telangana,,0.00 Cr,826,1,0.08
Others,9,Nagaon,RABBUL HAQUE,Rashtriya Ulama Council,Assam,,0.00 Cr,2559,1,0.17
Others,5,Mayurbhanj,RABINDRA NATH SINGH,Independent,Odisha,1,0.00 Cr,9324,1,0.79
Others,13,Nalgonda,RACHA SUBHADRA REDDY,Socialist Party (India),Telangana,,0.00 Cr,846,1,0.07
Others,14,Bhongir,RACHA SUBHADRA REDDY,Socialist Party (India),Telangana,,0.00 Cr,1465,1,0.1
Others,36,THOOTHUKKUDI,RADHAKRISHNAN V G,Independent,Tamil Nadu,1,0.00 Cr,461,1,0.05
Others,2,Dhubri,RADHARANI BISWAS,Hindu Samaj Party,Assam,,0.00 Cr,6287,1,0.26
Others,8,RAIPUR,RADHESHWARI GAIKWAD,Independent,Chhattisgarh,1,0.00 Cr,4630,1,0.29
Others,20,RAJGARH,RADHESHYAM MALVIYA,Independent,Madhya Pradesh,1,0.00 Cr,2799,1,0.2
Others,6,SONIPAT,RADHEY SHYAM,Peoples Party of India (Democratic),Haryana,,0.00 Cr,441,1,0.04
Others,66,Deoria,RAFIK ANSARI,Independent,Uttar Pradesh,1,0.00 Cr,2688,1,0.26
Others,11,Murshidabad,RAFIKUL ISLAM,Independent,West Bengal,1,0.00 Cr,4065,1,0.26
Others,33,Maval,RAFIQUE RASHID QURESHI,Desh Janhit Party,Maharashtra,,0.00 Cr,829,1,0.06
Others,38,TIRUNELVELI,RAGHAVAN C M,Independent,Tamil Nadu,1,0.00 Cr,366,1,0.03
Others,5,Kozhikode,RAGHAVAN S/O NARAYANAN NAIR,Independent,Kerala,1,0.00 Cr,1096,1,0.1
Others,59,Gonda,RAGHAVENDRA,Bhartiya Shakti Chetna Party,Uttar Pradesh,,0.00 Cr,2028,1,0.21
Others,18,Chitradurga,RAGHU KUMAR .S,Independent,Karnataka,1,0.00 Cr,2337,1,0.17
Others,29,Arambagh,RAGHU MALLIK,Independent,West Bengal,1,0.00 Cr,16130,1,1.03
Others,16,Mahabubabad,RAGHU VARMA JATOTHU,Alliance of Democratic Reforms Party,Telangana,,0.00 Cr,11893,1,1.07
Others,20,COIMBATORE,RAGHUL GANDHI K,Hindustan Janta Party,Tamil Nadu,,0.00 Cr,1176,1,0.09
Others,21,Koraput,RAGHUMANI GOMANGO,Independent,Odisha,1,0.00 Cr,10540,1,0.92
Others,4,Keonjhar,RAGHUMANI NAIK,Independent,Odisha,1,0.00 Cr,4556,1,0.36
Others,48,Hatkanangale,RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,Maharashtra,,0.00 Cr,2174,1,0.17
Others,26,Bangalore South,RAGHUPATHI BHAT,Karnataka Rashtra Samithi,Karnataka,,0.00 Cr,738,1,0.06
Others,20,Saran,RAGHWENDRA PRATAP SINGH,Independent,Bihar,1,0.00 Cr,5167,1,0.51
Others,4,Nizamabad,RAGI ANIL,Independent,Telangana,1,0.00 Cr,375,1,0.03
Others,7,Malkajgiri,RAGIDI LAXMA REDDY,Bharat Rashtra Samithi,Telangana,,0.03 Cr,300486,1,15.54
Others,39,Beed,RAHEMAN BAHODDIN SAYYED,Independent,Maharashtra,1,0.00 Cr,384,1,0.03
Others,33,Maval,RAHIM MAINUDDIN SAYYAD,Aazad Samaj Party (Kanshi Ram),Maharashtra,,0.00 Cr,2149,1,0.15
Others,36,Shirur,RAHUL ARJUN HORE,Independent,Maharashtra,1,0.00 Cr,526,1,0.04
Others,23,Bhiwandi,RAHUL ASHOK KATHOLE,Independent,Maharashtra,1,0.00 Cr,3135,1,0.25
Others,7,DAMOH,RAHUL BHAIYA S/O JEEVAN LAL,Independent,Madhya Pradesh,1,0.00 Cr,5561,1,0.51
Others,7,DAMOH,RAHUL BHAIYA S/O RAM PRATAP,Independent,Madhya Pradesh,1,0.00 Cr,6285,1,0.58
Others,6,Gandhinagar,RAHUL CHIMANBHAI MEHTA,Right to Recall Party,Gujarat,,0.00 Cr,1001,1,0.08
Others,3,SIRSA,RAHUL CHOUHAN,Independent,Haryana,1,0.00 Cr,6160,1,0.45
Others,9,SATNA,RAHUL DAHIYA,Independent,Madhya Pradesh,1,0.00 Cr,4277,1,0.4
Others,25,Thane,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party,Maharashtra,,0.00 Cr,818,1,0.06
Others,2,Alipurduars,RAHUL MARAK,Kisan Mazdoor Sangharsh Party,West Bengal,,0.00 Cr,5695,1,0.4
Others,33,Maval,RAHUL NIVRUTTI MADANE,Independent,Maharashtra,1,0.00 Cr,2282,1,0.16
Others,31,Mumbai South,RAHUL PHANASWADIKAR,Lokshahi Ekta Party,Maharashtra,,0.00 Cr,787,1,0.1
Others,36,Shirur,RAHUL RAGHUNATH OWHAL,Bahujan Samaj Party,Maharashtra,,0.00 Cr,10295,1,0.75
Others,1,Chandni Chowk,RAHUL SHARMA,Rashtriya Mangalam Party,NCT OF Delhi,,0.00 Cr,257,1,0.03
Others,16,Nanded,RAHUL SURYAKANT YANGADE,Bahujan Mukti Party,Maharashtra,,0.00 Cr,737,1,0.07
Others,8,Wardha,RAHUL T. BHOYAR,Independent,Maharashtra,1,0.00 Cr,689,1,0.06
Others,9,GURGAON,RAHUL YADAV FAZILPURIA,Jannayak Janta Party,Haryana,,0.00 Cr,13278,1,0.83
Others,26,Mumbai North,RAIS DOCTOR,Bahujan Samaj Party,Maharashtra,,0.00 Cr,2923,1,0.28
Others,10,Firozpur,RAJ,Independent,Punjab,1,0.00 Cr,2432,1,0.22
Others,49,Fatehpur,RAJ BAHADUR,Peoples Party of India (Democratic),Uttar Pradesh,,0.00 Cr,2654,1,0.24
Others,37,Aurangabad,RAJ BALLABH SINGH,Independent,Bihar,1,0.00 Cr,11159,1,1.18
Others,2,Dhule,RAJ CHAVAN,Independent,Maharashtra,1,0.00 Cr,3452,1,0.28
Others,8,Fatehgarh Sahib,RAJ JATINDER SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Punjab,,0.00 Cr,43644,1,4.48
Others,42,Kannauj,RAJ KATHERIA,Independent,Uttar Pradesh,1,0.00 Cr,1464,1,0.12
Others,36,Jahanabad,RAJ KISHOR SHARMA,Bhartiya Sarthak Party,Bihar,,0.00 Cr,3243,1,0.35
Others,1,Gurdaspur,RAJ KUMAR,Bahujan Samaj Party,Punjab,,0.00 Cr,4930,1,0.46
Others,5,JAMMU,RAJ KUMAR,Independent,Jammu and Kashmir,1,0.00 Cr,2618,1,0.2
Others,14,Hazaribagh,RAJ KUMAR,Jharkhand Party,Jharkhand,,0.00 Cr,1935,1,0.15
Others,15,Aligarh,RAJ KUMAR,Rashtriya Shoshit Samaj Party,Uttar Pradesh,,0.00 Cr,412,1,0.04
Others,9,Faridkot,RAJ KUMAR CHAUHAN,Independent,Punjab,1,0.00 Cr,1961,1,0.19
Others,14,Jorhat,RAJ KUMAR DUWARA,Independent,Assam,1,0.00 Cr,8370,1,0.6
Others,11,Katihar,RAJ KUMAR MANDAL,Rashtriya Jansambhavna Party,Bihar,,0.00 Cr,8487,1,0.72
Others,21,Hajipur,RAJ KUMAR PASWAN,Yuva Bihar Sena,Bihar,,0.00 Cr,1990,1,0.17
Others,24,Aonla,RAJ KUMAR PATEL,Sardar Patel Siddhant Party,Uttar Pradesh,,0.00 Cr,2706,1,0.25
Others,24,Begusarai,RAJ KUMAR SAH,Akhil Bhartiya Parivar Party,Bihar,,0.00 Cr,3350,1,0.26
Others,4,Jalandhar,RAJ KUMAR SAQI,Peoples Party of India (Democratic),Punjab,,0.00 Cr,1088,1,0.11
Others,8,Supaul,RAJ KUMAR YADAV,Viro Ke Vir Indian Party,Bihar,,0.00 Cr,10806,1,0.88
Others,78,Bhadohi,RAJ NARAYAN PATEL,Sardar Patel Siddhant Party,Uttar Pradesh,,0.00 Cr,6206,1,0.57
Others,16,Vaishali,RAJ NARAYAN YADAV,Independent,Bihar,1,0.00 Cr,9616,1,0.82
Others,1,Chandigarh,RAJ PRINCE SINGH,Super Power India Party,Chandigarh,,0.00 Cr,205,1,0.05
Others,15,SALEM,RAJA A,Independent,Tamil Nadu,1,0.00 Cr,332,1,0.03
Others,35,Karakat,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),Bihar,1,0.04 Cr,380581,1,36.89
Others,35,Karakat,RAJA RAM SINGH,Independent,Bihar,1,0.00 Cr,21383,1,2.07
Others,27,Chikkballapur,RAJA REDDY,Independent,Karnataka,1,0.00 Cr,3381,1,0.22
Others,15,SALEM,RAJA S,Independent,Tamil Nadu,1,0.00 Cr,1456,1,0.11
Others,37,TENKASI,RAJA SEKAR,Independent,Tamil Nadu,1,0.00 Cr,993,1,0.1
Others,12,Sangrur,RAJA SINGH,Independent,Punjab,1,0.00 Cr,1040,1,0.1
Others,17,Parbhani,RAJABHAU SHESHRAO KAKDE,Independent,Maharashtra,1,0.00 Cr,3302,1,0.25
Others,34,VIRUDHUNAGAR,RAJAGOPAL S,Independent,Tamil Nadu,1,0.00 Cr,527,1,0.05
Others,14,Cuttack,RAJAKISHORE MALLIK,Socialist Unity Centre Of India (COMMUNIST),Odisha,,0.00 Cr,3075,1,0.27
Others,4,Bijapur,RAJAKUMAR APPANNA HONNAKATTI,Rashtriya Samaj Paksha,Karnataka,,0.00 Cr,1794,1,0.14
Others,14,KALLAKURICHI,RAJAMANICKAM C,Independent,Tamil Nadu,1,0.00 Cr,399,1,0.03
Others,27,CHIDAMBARAM,RAJAMANICKAM C,Independent,Tamil Nadu,1,0.00 Cr,1087,1,0.09
Others,20,COIMBATORE,RAJAMANICKAM N,Independent,Tamil Nadu,1,0.00 Cr,629,1,0.05
Others,7,South Delhi,RAJAN SINGH,Independent,NCT OF Delhi,1,0.00 Cr,325,1,0.03
Others,39,KANNIYAKUMARI,RAJAN SINGH,Bahujan Dravida Party,Tamil Nadu,,0.00 Cr,598,1,0.06
Others,47,Kolhapur,RAJANDARA BALASO KOLI,Independent,Maharashtra,1,0.00 Cr,1044,1,0.07
Others,27,Chikkballapur,RAJANNA,Independent,Karnataka,1,0.00 Cr,3764,1,0.25
Others,4,Bijnor,RAJAPAL,Peoples Party of India (Democratic),Uttar Pradesh,,0.00 Cr,2373,1,0.23
Others,23,KARUR,RAJAPANDIAN. K,Independent,Tamil Nadu,1,0.00 Cr,209,1,0.02
Others,44,Akbarpur,RAJARAM,Independent,Uttar Pradesh,1,0.00 Cr,4642,1,0.43
Others,33,Maval,RAJARAM NARAYAN PATIL,Bahujan Samaj Party,Maharashtra,,0.00 Cr,14003,1,0.99
Others,11,Kalahandi,RAJARAM SAHU,Independent,Odisha,1,0.00 Cr,6730,1,0.5
Others,14,KALLAKURICHI,RAJASEKAR K,Independent,Tamil Nadu,1,0.00 Cr,511,1,0.04
Others,6,KANCHEEPURAM,RAJASEKAR. E,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,,0.04 Cr,364571,1,28.94
Others,19,Tumkur,RAJASIMHA J. N.,Bahujan Samaj Party,Karnataka,,0.00 Cr,5554,1,0.43
Others,6,Balasore,RAJAT KUMAR BEHERA,Bahujan Samaj Party,Odisha,,0.00 Cr,2920,1,0.24
Others,52,Allahabad,RAJDHAR SINGH PATEL,Rashtriya Samaj Dal (R),Uttar Pradesh,,0.00 Cr,1025,1,0.11
Others,26,Pilibhit,RAJEEV KUMAR SAXENA,Bhartiya Krishak Dal,Uttar Pradesh,,0.00 Cr,3809,1,0.33
Others,13,Gautam Buddha Nagar,RAJEEV MISHRA,Jai Hind National Party,Uttar Pradesh,,0.00 Cr,657,1,0.05
Others,7,JAIPUR,RAJEEV ROLIWAL,Independent,Rajasthan,1,0.00 Cr,970,1,0.07
Others,1,GANGANAGAR,RAJENDER KUMAR,Bhartiya Jan Samman Party,Rajasthan,,0.00 Cr,2443,1,0.17
Others,4,HISAR,RAJENDER KUMAR,Independent,Haryana,1,0.00 Cr,486,1,0.04
Others,3,Karimnagar,RAJENDER POTHURI,Independent,Telangana,1,0.00 Cr,3257,1,0.25
Others,5,North-West Delhi,RAJENDER SOOD,Aam Janshakti Party,NCT OF Delhi,,0.00 Cr,1478,1,0.1
Others,39,Beed,RAJENDRA ACHYUTRAO HOKE,Independent,Maharashtra,1,0.00 Cr,427,1,0.03
Others,70,Ghosi,RAJENDRA AGRAWAL,Independent,Uttar Pradesh,1,0.00 Cr,730,1,0.06
Others,48,Hatkanangale,RAJENDRA BHIMRAO MANE,Independent,Maharashtra,1,0.00 Cr,940,1,0.07
Others,67,Bansgaon,RAJENDRA CHAUDHARI,Independent,Uttar Pradesh,1,0.00 Cr,1634,1,0.17
Others,20,Berhampur,RAJENDRA DALABEHERA,Bharatiya Bikash Parishad,Odisha,,0.00 Cr,2343,1,0.22
Others,16,CHHINDWARA,RAJENDRA DONGRE,Independent,Madhya Pradesh,1,0.00 Cr,4632,1,0.35
Others,13,Chandrapur,RAJENDRA HARISHCHANDRA RAMTEKE,Bahujan Samaj Party,Maharashtra,,0.00 Cr,9188,1,0.74
Others,19,UDAIPUR,RAJENDRA KUMAR MEENA,Indian Peoples Green Party,Rajasthan,,0.00 Cr,6777,1,0.45
Others,5,BILASPUR,RAJENDRA KUMAR TANDAN,Independent,Chhattisgarh,1,0.00 Cr,656,1,0.05
Others,35,Baramati,RAJENDRA MAHADEV BARAKADE,Independent,Maharashtra,1,0.00 Cr,907,1,0.06
Others,5,Sitamarhi,RAJENDRA MAHTO,Karpoori Janta Dal,Bihar,,0.00 Cr,1981,1,0.18
Others,33,Maval,RAJENDRA MARUTI KATE,Independent,Maharashtra,1,0.00 Cr,1419,1,0.1
Others,18,Jalna,RAJENDRA NAMDEO MAGRE,Independent,Maharashtra,1,0.00 Cr,2875,1,0.21
Others,35,Baramati,RAJENDRA PANDURANG BHOSALE,People’s Union Party,Maharashtra,,0.00 Cr,2009,1,0.14
Others,74,Machhlishahr,RAJENDRA PRASAD,Rashtra Uday Party,Uttar Pradesh,,0.00 Cr,2067,1,0.19
Others,1,MORENA,RAJENDRA PRASAD KUSHWAH,Independent,Madhya Pradesh,1,0.00 Cr,2402,1,0.2
Others,52,Allahabad,RAJENDRA PRASAD PRAJAPATI,Bhagidari Party(P),Uttar Pradesh,,0.00 Cr,1847,1,0.2
Others,70,Ghosi,RAJENDRA RAM,Independent,Uttar Pradesh,1,0.00 Cr,1649,1,0.14
Others,25,Thane,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,Maharashtra,,0.00 Cr,767,1,0.06
Others,17,Parbhani,RAJENDRA RAMDAS ATKAL,Independent,Maharashtra,1,0.00 Cr,2812,1,0.21
Others,38,Shirdi,RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,Maharashtra,,0.00 Cr,2505,1,0.24
Others,2,Tripura East,RAJENDRA REANG,Communist Party of India  (Marxist),Tripura,,0.03 Cr,290628,1,25.62
Others,1,MORENA,RAJENDRA SINGH GURJER,Independent,Madhya Pradesh,1,0.00 Cr,1210,1,0.1
Others,13,Gautam Buddha Nagar,RAJENDRA SINGH SOLANKI,Bahujan Samaj Party,Uttar Pradesh,,0.03 Cr,251615,1,17.51
Others,50,Kaushambi,RAJENDRA SONKAR URF PANNA BHAIYA,Independent,Uttar Pradesh,1,0.00 Cr,3421,1,0.34
Others,62,Sant Kabir Nagar,RAJENDRA YADAV URF COLONEL SAHAB,Sarvjan Awaz Party,Uttar Pradesh,,0.00 Cr,2239,1,0.21
Others,16,NAMAKKAL,RAJENDRAN C,Viduthalai Kalam Katchi,Tamil Nadu,,0.00 Cr,2599,1,0.23
Others,24,TIRUCHIRAPPALLI,RAJENDRAN. P,Independent,Tamil Nadu,1,0.00 Cr,675,1,0.06
Others,24,TIRUCHIRAPPALLI,RAJENDRAN. S,Independent,Tamil Nadu,1,0.00 Cr,3499,1,0.33
Others,21,DEWAS,RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,Madhya Pradesh,,0.00 Cr,11203,1,0.76
Others,3,Bagalkot,RAJESAB BURANSAB. MASALI,Independent,Karnataka,1,0.00 Cr,992,1,0.08
Others,5,Hoshiarpur,RAJESH,Democratic Bharatiya Samaj Party,Punjab,,0.00 Cr,2336,1,0.25
Others,5,Kodarma,RAJESH,Independent,Jharkhand,1,0.00 Cr,4233,1,0.31
Others,34,VIRUDHUNAGAR,RAJESH,Independent,Tamil Nadu,1,0.00 Cr,6173,1,0.58
Others,79,Mirzapur,RAJESH,Independent,Uttar Pradesh,1,0.00 Cr,10936,1,0.99
Others,8,RAIPUR,RAJESH DHRUV,Independent,Chhattisgarh,1,0.00 Cr,1193,1,0.08
Others,10,FARIDABAD,RAJESH GAUTAM,Independent,Haryana,1,0.00 Cr,663,1,0.05
Others,1,Chandni Chowk,RAJESH GUPTA,Bharat Lok Sewak Party,NCT OF Delhi,,0.00 Cr,262,1,0.03
Others,7,Ahmedabad East,RAJESH HARIRAM MAURYA,Prajatantra Aadhar Party,Gujarat,,0.00 Cr,1212,1,0.11
Others,8,Palakkad,RAJESH K SON OF VELANKUTTY,Independent,Kerala,1,0.00 Cr,1056,1,0.1
Others,19,BHOPAL,RAJESH KEER,Independent,Madhya Pradesh,1,0.00 Cr,427,1,0.03
Others,15,Aligarh,RAJESH KUMAR,Independent,Uttar Pradesh,1,0.00 Cr,1056,1,0.09
Others,29,Dhaurahra,RAJESH KUMAR,Political Justice Party,Uttar Pradesh,,0.00 Cr,5023,1,0.45
Others,34,Mohanlalganj,RAJESH KUMAR,Bahujan Samaj Party,Uttar Pradesh,,0.01 Cr,88461,1,6.42
Others,44,Akbarpur,RAJESH KUMAR DWIVEDI,Bahujan Samaj Party,Uttar Pradesh,,0.01 Cr,73140,1,6.73
Others,10,Bolangir,RAJESH KUMAR PANDA,Ekam Sanatan Bharat Dal,Odisha,,0.00 Cr,3170,1,0.23
Others,49,Fatehpur,RAJESH KUMAR PATEL,Sardar Patel Siddhant Party,Uttar Pradesh,,0.00 Cr,1458,1,0.13
Others,25,Howrah,RAJESH KUMAR PRASAD,All India Arya Mahasabha,West Bengal,,0.00 Cr,1272,1,0.1
Others,21,Hajipur,RAJESH KUMAR RAUSHAN,Socialist Unity Centre Of India (COMMUNIST),Bihar,,0.00 Cr,1701,1,0.15
Others,3,Purvi Champaran,RAJESH KUMAR S/O GAGANLAL SAHNI,Independent,Bihar,1,0.00 Cr,3934,1,0.37
Others,3,Purvi Champaran,RAJESH KUMAR S/O VISHUN SAH,Independent,Bihar,1,0.00 Cr,3492,1,0.33
Others,20,Saran,RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,Bihar,,0.00 Cr,1489,1,0.15
Others,8,Palakkad,RAJESH M SON OF MANI C,Independent,Kerala,1,0.00 Cr,953,1,0.09
Others,4,UDHAMPUR,RAJESH MANCHANDA,Independent,Jammu and Kashmir,1,0.00 Cr,1605,1,0.14
Others,7,Malkajgiri,RAJESH MISHRA,Independent,Telangana,1,0.00 Cr,1110,1,0.06
Others,29,Mumbai North Central,RAJESH MOHAN LOKHANDE,Independent,Maharashtra,1,0.00 Cr,289,1,0.03
Others,4,KORBA,RAJESH PANDEY,Independent,Chhattisgarh,1,0.00 Cr,1814,1,0.15
Others,23,BHILWARA,RAJESH PATNI,Independent,Rajasthan,1,0.00 Cr,8018,1,0.61
Others,22,Palghar,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,Maharashtra,,0.03 Cr,254517,1,18.5
Others,27,Mumbai North West,RAJESH RAMKISAN MALLAH,Bahujan Samaj Party,Maharashtra,,0.00 Cr,4812,1,0.5
Others,12,Purnia,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,Bihar,1,0.06 Cr,567556,1,47.46
Others,20,Vadodara,RAJESH RATHOD,Independent,Gujarat,1,0.00 Cr,5469,1,0.45
Others,3,Purvi Champaran,RAJESH SINGH,Independent,Bihar,1,0.00 Cr,7182,1,0.67
Others,47,HAMIRPUR,RAJESH SINGH,Independent,Uttar Pradesh,1,0.00 Cr,3607,1,0.32
Others,7,DAMOH,RAJESH SINGH SOYAM,Gondvana Gantantra Party,Madhya Pradesh,,0.00 Cr,3190,1,0.29
Others,7,JAIPUR,RAJESH TANWAR,Bahujan Samaj Party,Rajasthan,,0.00 Cr,3461,1,0.24
Others,7,Amravati,RAJESH TULSHIRAM KHADE,Independent,Maharashtra,1,0.00 Cr,239,1,0.02
Others,14,Bulandshahr,RAJESH TUREHA,Rishivadi Karm Sheel Young Parmarthi Party,Uttar Pradesh,,0.00 Cr,4401,1,0.42
Others,76,Chandauli,RAJESH VISHWAKARMA,Moulik Adhikar Party,Uttar Pradesh,,0.00 Cr,2762,1,0.25
Others,2,Peddapalle,RAJESHAM RACHARLA,Independent,Telangana,1,0.00 Cr,423,1,0.04
